GEO_ID,County,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
0500000US05063,Independence County, Arkansas,22215,22312,22251,22297,23696,24505,24995,26451,27146,26597,25003
0500000US05065,Izard County, Arkansas,20574,21470,20843,22569,22988,25179,24283,25332,25417,25669,28117
0500000US05067,Jackson County, Arkansas,18929,20234,20682,20336,21735,22565,22786,24362,24361,23307,24851
0500000US05069,Jefferson County, Arkansas,23788,25194,25615,25857,26021,26390,26423,27401,29143,30072,25214
0500000US05071,Johnson County, Arkansas,21152,21850,22869,22181,22068,23070,23363,24225,25042,26463,30152
0500000US05073,Lafayette County, Arkansas,20062,20528,19699,20890,22279,23494,22542,26002,27792,26804,26866
0500000US05075,Lawrence County, Arkansas,20010,21014,21031,21656,22944,22173,23272,24742,25081,25858,25463
0500000US05077,Lee County, Arkansas,20108,17691,19291,17376,17359,19691,21586,24239,25364,26483,26330
0500000US05079,Lincoln County, Arkansas,21075,23232,24469,25250,23441,26131,26728,26739,27681,28997,27770
0500000US05081,Little River County, Arkansas,24395,26866,26529,26394,25932,24268,24688,25077,29226,30125,27166
0500000US05083,Logan County, Arkansas,23872,24179,24531,24536,24843,23173,24498,24771,25199,25620,32724
0500000US05085,Lonoke County, Arkansas,28547,28671,29354,30440,31169,31617,32838,33700,35558,36728,27253
0500000US05087,Madison County, Arkansas,23770,24892,23743,24184,25255,25868,26766,27201,26755,28908,37524
0500000US05089,Marion County, Arkansas,21027,20094,20005,19567,18356,19453,19994,20630,20909,23033,28510
0500000US05091,Miller County, Arkansas,24851,25358,25534,25825,25892,25979,26451,27238,28758,30823,22405
0500000US05093,Mississippi County, Arkansas,22362,23251,24314,25063,24188,24092,24159,24902,26172,27372,31350
0500000US05095,Monroe County, Arkansas,21330,21519,20384,21531,21077,21076,24876,25379,26741,30777,30974
0500000US05097,Montgomery County, Arkansas,20350,19938,19355,20283,20445,22132,25511,25813,25714,25256,31612
0500000US05099,Nevada County, Arkansas,21913,21755,20324,21441,21839,21810,24037,24852,25797,26730,25965
0500000US05101,Newton County, Arkansas,18829,18951,18397,18757,18729,18125,19297,21204,19938,23830,28473
0500000US05103,Ouachita County, Arkansas,21565,22876,23894,24406,24882,24921,25615,25746,26215,26408,26689
0500000US05105,Perry County, Arkansas,25696,26266,26629,26168,26650,26759,26467,27247,27198,30927,26311
0500000US05107,Phillips County, Arkansas,20463,20908,21410,21182,22159,21418,21851,22326,25413,26643,28711
0500000US05109,Pike County, Arkansas,21439,22452,21921,21055,21692,22595,24555,25133,25733,25916,31272
0500000US05111,Poinsett County, Arkansas,21070,21625,22442,22969,23953,24626,24864,25224,26246,26830,26588
0500000US05113,Polk County, Arkansas,20264,20695,21644,21442,22025,21972,21700,21580,23560,23928,27915
0500000US05115,Pope County, Arkansas,20211,20996,21241,21263,21605,21726,22066,23078,23133,24216,24846
0500000US05117,Prairie County, Arkansas,24110,23373,24890,24403,26048,26137,29029,31109,32158,32641,25484
0500000US05119,Pulaski County, Arkansas,28532,29355,30310,30427,30771,30687,31064,31671,32388,33431,34144
0500000US05121,Randolph County, Arkansas,22353,24031,23688,24199,24752,24796,24544,25802,26996,26933,34894
0500000US05123,St. Francis County, Arkansas,20974,21738,22275,23040,22377,22532,22341,22498,24171,25416,28510
0500000US05125,Saline County, Arkansas,29184,30624,31378,31737,31967,32070,32525,34845,35851,37227,23847
0500000US05127,Scott County, Arkansas,22781,23492,23500,23564,23195,22071,21453,21172,21975,23573,40114
0500000US05129,Searcy County, Arkansas,17706,17376,16803,17284,19346,20399,23220,23814,24803,23260,27270
0500000US05131,Sebastian County, Arkansas,24601,25072,25220,25070,25393,24985,25223,25852,26912,27919,25336
0500000US05133,Sevier County, Arkansas,19502,22763,22271,23055,23239,25135,23876,25458,25704,26581,30262
0500000US05135,Sharp County, Arkansas,20183,19500,20801,21481,21950,22775,22316,22616,23238,24311,26752
0500000US05137,Stone County, Arkansas,17328,18408,17746,16823,18017,18587,20146,20081,21473,20851,24235
0500000US05139,Union County, Arkansas,24966,25357,25305,25317,26047,26160,27270,29207,30018,31511,20531
0500000US05141,Van Buren County, Arkansas,19372,20258,20539,20102,20463,21117,21128,22020,24164,23141,32754
0500000US05143,Washington County, Arkansas,23931,24586,25045,25261,25910,26261,26860,27993,29801,30227,24387
0500000US05145,White County, Arkansas,21976,23303,24042,25177,25619,25533,25846,27481,28260,28631,31400
0500000US05147,Woodruff County, Arkansas,21166,22157,21621,21845,21611,21391,22000,24265,27963,31624,27402
0500000US05149,Yell County, Arkansas,21030,22358,23529,24911,26024,25984,26321,27123,27117,27103,34772
0500000US06001,Alameda County, California,38782,39586,40138,40065,39997,40350,41381,42958,47416,50754,27350
0500000US06003,Alpine County, California,32553,28947,24286,23846,21210,15104,17313,15580,16161,24107,52480
0500000US06005,Amador County, California,31281,30936,30082,30508,30830,30428,31529,32453,32346,35732,33102
0500000US06007,Butte County, California,21888,21855,22144,22749,22789,22712,23491,24429,25636,27117,38316
0500000US06009,Calaveras County, California,32996,35067,32423,33431,32438,32195,32999,34718,33050,34569,28415
0500000US06011,Colusa County, California,22147,23856,24443,25291,25640,26209,27129,27101,28150,30316,34372
0500000US06013,Contra Costa County, California,40822,40862,41188,41020,41010,41020,41590,42288,44551,47444,31375
0500000US06015,Del Norte County, California,23598,24873,24832,23650,24120,23272,23054,24127,27538,27586,49629
0500000US06017,El Dorado County, California,35474,35487,35284,35016,34868,35053,35809,36841,39408,41510,30227
0500000US06019,Fresno County, California,23241,23775,23365,23545,23634,23707,24353,25619,26682,28559,41611
0500000US06021,Glenn County, California,22812,22324,23625,22657,25475,24961,25832,25565,26015,26638,30630
0500000US06023,Humboldt County, California,22148,22358,22610,22483,22276,21906,22316,23156,24365,26165,27376
0500000US06025,Imperial County, California,22118,22654,22549,23104,23584,23190,22692,23873,24819,25670,26233
0500000US06027,Inyo County, California,29502,28805,28722,27458,26946,27071,30529,31324,32591,34630,25264
0500000US06029,Kern County, California,24181,24819,24526,24688,25147,25403,26053,26826,27606,28828,36757
0500000US06031,Kings County, California,23536,25035,25138,25248,26007,25960,26505,27571,28933,30368,30038
0500000US06033,Lake County, California,24482,23470,22823,22316,22321,22154,22369,24017,25670,26930,31485
0500000US06035,Lassen County, California,27757,28097,29375,31314,31684,31452,31858,33927,36625,37414,27839
0500000US06037,Los Angeles County, California,28874,29348,29258,28981,28935,29356,30176,30952,31862,33170,35855
0500000US06039,Madera County, California,22225,22585,22767,22442,22155,22334,22269,22720,24755,25800,35131
0500000US06041,Marin County, California,44386,44750,44922,44549,44789,45833,47563,50115,52370,54253,26680
0500000US06043,Mariposa County, California,31222,30057,30754,28472,28461,27412,27016,27592,28860,28728,58072
0500000US06045,Mendocino County, California,25240,25550,23951,23010,22396,22310,22328,24182,25713,27094,29339
0500000US06047,Merced County, California,21966,22637,22453,22473,22949,22935,23588,24826,26263,27695,28546
0500000US06049,Modoc County, California,22314,23372,21800,21123,22068,22975,24101,26056,26929,27507,29172
0500000US06051,Mono County, California,24117,26827,25463,27606,30900,29863,29633,30824,31297,30706,30402
0500000US06053,Monterey County, California,25214,25307,25024,25052,24670,24363,25386,26417,27427,29620,36559
0500000US06055,Napa County, California,33863,35007,34271,33521,33249,32142,32726,35472,37255,39923,31284
0500000US06057,Nevada County, California,30026,29817,29463,28982,27762,29644,30983,31614,33126,35234,41487
0500000US06059,Orange County, California,35083,35500,35203,34757,34706,34778,35323,36246,38133,40114,35527
0500000US06061,Placer County, California,40448,40461,40154,39468,40230,40163,41309,42426,44752,47743,41478
